Department,Degree,Major and Degree,Fiscal Year,Count of Sheet1
SOCI,BA,Sociology (MULTBA),2017,1
SOCI,BA,Sociology (BA),2017,68
SOCI,BA,Sociology (BA),2016,77
SOCI,BA,Sociology (BA),2015,83
SOCI,BS,Sociology: General Sociology (BS),2025,6
SOCI,BS,Sociology: Criminology (BS),2025,4
SOCI,BS,Sociology: General Sociology (BS),2024,2
SOCI,BS,Sociology: Criminology (BS),2024,3
SOCI,BS,Sociology: Criminology (BS),2023,1
SOCI,BS,Sociology (MULTBS),2023,1
SOCI,BS,Sociology (BS),2023,7
SOCI,BS,Sociology: General Sociology (BS),2022,2
SOCI,BS,Sociology (MULTBS),2022,1
SOCI,BS,Sociology (BS),2022,4
SOCI,BS,Sociology (MULTBS),2021,1
SOCI,BS,Sociology (BS),2021,9
SOCI,BS,Sociology (MULTBS),2020,1
SOCI,BS,Sociology (BS),2020,6
SOCI,BS,Sociology (BS),2019,16
SOCI,BS,Sociology (BS),2018,10
SOCI,BS,Sociology (MULTBS),2017,1
SOCI,BS,Sociology (BS),2017,14
SOCI,BS,Public Service Leadership (BS),2017,5
SOCI,BS,Sociology (BS),2016,13
SOCI,BS,Public Service Leadership (BS),2016,6
SOCI,BS,Sociology (BS),2015,20
SOCI,BS,Public Service Leadership (BS),2015,4
SOCI,MA,Sociology (MA),2025,4
SOCI,MA,Sociology - Criminology (MA),2024,4
SOCI,MA,Sociology (MA),2023,1
SOCI,MA,Sociology - Criminology (MA),2023,3
SOCI,MA,Sociology (MA),2022,5
SOCI,MA,Sociology - Criminology (MA),2022,1
SOCI,MA,Sociology (MA),2021,4
SOCI,MA,Sociology - Criminology (MA),2021,7
SOCI,MA,Sociology (MA),2020,1
SOCI,MA,Sociology - Criminology (MA),2020,2
SOCI,MA,Sociology (MA),2019,4
SOCI,MA,Sociology - Criminology (MA),2019,3
SOCI,MA,Sociology (MA),2018,7
SOCI,MA,Sociology - Criminology (MA),2018,2
SOCI,MA,Sociology (MA),2017,6
SOCI,MA,Sociology - Criminology (MA),2017,1
SOCI,MA,Sociology (MA),2016,2
SOCI,MA,Sociology (MA),2015,3
SPGA,BS,Public Service Leadership (BS),2025,4
SPGA,BS,Public Service Leadership (BS),2024,1
SPGA,BS,Public Service Leadership (BS),2023,1
SPGA,BS,Public Service Leadership (BS),2022,1
SPGA,BS,Public Service Leadership (BS),2019,1
SPGA,BS,Public Service Leadership (BS),2018,4
STAT,BS,Statistics (BS),2025,7
STAT,BS,Actuarial Science (BS),2025,2
STAT,BS,Statistics (BS),2024,8
STAT,BS,Statistics (BS),2023,9
STAT,BS,Actuarial Science (BS),2023,5
STAT,BS,Statistics (BS),2022,11
STAT,BS,Actuarial Science (BS),2022,1
STAT,BS,Statistics (BS),2021,11
STAT,BS,Mathematics - Probability & Statistics (BS),2020,1
STAT,MS,Statistics (MS),2025,9
STAT,MS,Statistics (MS),2024,5
STAT,MS,Statistics (MS),2023,6
STAT,MS,Statistics (MS),2022,3
STAT,MS,Statistics (MS),2021,6
STAT,MS,Statistics (MS),2020,7
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2025,2
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2025,8
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2025,11
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2025,7
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2025,17
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2024,2
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2024,4
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2024,13
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2024,5
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2024,19
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2023,3
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2023,7
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2023,15
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2023,9
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2023,22
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2022,4
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2022,8
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2022,17
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2022,7
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2022,22
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2021,6
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2021,18
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2021,24
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2021,10
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2021,24
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2020,3
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2020,31
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2020,28
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2020,12
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2020,27
TECH,BS,Technology - Aviation Management Technology (BS),2019,1
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2019,9
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2019,26
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2019,33
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2019,11
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2019,18
TECH,BS,Technology - Aviation Management Technology (BS),2018,1
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2018,8
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2018,16
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2018,46
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2018,13
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2018,21
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2017,3
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2017,15
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2017,49
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2017,11
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2017,6
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2016,12
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2016,15
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2016,48
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2016,9
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2016,2
TECH,BS,Engineering Technology-Sustainability Engineering Technology (BS),2015,5
TECH,BS,Engineering Technology-Manufacturing Engineering Technology (BS),2015,21
TECH,BS,Engineering Technology-Industrial Management and Technology (BS),2015,42
TECH,BS,Engineering Technology-Electrical Engineering Technology (BS),2015,11
TECH,BS,Engineering Technology-Applied Manufacturing Technology (BS),2015,1
TECH,MS,Industrial Management and Engineering Technology (MS),2025,1
TECH,MS,Industrial Management and Engineering Technology (MS),2024,3
TECH,MS,Industrial Management and Engineering Technology (MS),2023,2
TECH,MS,Industrial Management and Engineering Technology (MS),2022,4
TECH,MS,Industrial Management and Engineering Technology (MS),2021,8
TECH,MS,Industrial Management and Engineering Technology (MS),2020,7
TECH,MS,Industrial Management and Engineering Technology (MS),2019,9
TECH,MS,Industrial Management and Engineering Technology (MS),2018,10
TECH,MS,Industrial Management and Engineering Technology (MS),2017,6
TECH,MS,Industrial Management and Engineering Technology (MS),2016,15
TECH,MS,Industrial Management and Engineering Technology (MS),2015,13
THEA,BA,Theatre Studies (BA),2025,8
THEA,BA,Theatre Studies (BA),2024,6
THEA,BA,Theatre Studies (BA),2023,6
THEA,BA,Theatre Studies (BA),2022,7
THEA,BA,Theatre Studies (BA),2021,10
THEA,BA,Theatre Studies (BA),2020,4
THEA,BA,Theatre Studies (BA),2019,6
THEA,BA,Theatre Studies (BA),2017,7
THEA,BA,Theatre Studies (BA),2016,5
THEA,BA,Theatre Studies (BA),2015,4
THEA,BFA,Theatre Arts - Acting (BFA),2025,10
THEA,BFA,Thea Arts-Design & Technology (BFA),2025,1
THEA,BFA,Dance Performance (BFA),2025,8
THEA,BFA,Theatre Arts - Acting (BFA),2024,9
THEA,BFA,Thea Arts-Design & Technology (BFA),2024,2
THEA,BFA,Dance Performance (BFA),2024,5
THEA,BFA,Theatre Arts - Acting (BFA),2023,13
THEA,BFA,Thea Arts-Design & Technology (BFA),2023,7
THEA,BFA,Dance Performance (BFA),2023,7
THEA,BFA,Theatre Arts - Acting (BFA),2022,17
THEA,BFA,Thea Arts-Design & Technology (BFA),2022,6
THEA,BFA,Dance Performance (BFA),2022,4
THEA,BFA,Theatre Arts - Acting (BFA),2021,15
THEA,BFA,Thea Arts-Design & Technology (BFA),2021,5
THEA,BFA,Dance Performance (BFA),2021,7
THEA,BFA,Theatre Arts - Acting (BFA),2020,9
THEA,BFA,Thea Arts-Design & Technology (BFA),2020,4
THEA,BFA,Dance Performance (BFA),2020,5
THEA,BFA,Theatre Arts - Acting (BFA),2019,15
THEA,BFA,Thea Arts-Design & Technology (BFA),2019,3
THEA,BFA,Dance Performance (BFA),2019,3
THEA,BFA,Theatre Arts - Acting (BFA),2018,10
THEA,BFA,Thea Arts-Design & Technology (BFA),2018,8
THEA,BFA,Dance Performance (BFA),2018,6
THEA,BFA,Theatre Arts - Acting (BFA),2017,14
THEA,BFA,Thea Arts-Design & Technology (BFA),2017,5
THEA,BFA,Dance Performance (BFA),2017,9
THEA,BFA,Theatre Arts - Acting (BFA),2016,9
THEA,BFA,Thea Arts-Design & Technology (BFA),2016,8
THEA,BFA,Dance Performance (BFA),2016,5
THEA,BFA,Theatre Arts - Acting (BFA),2015,8
THEA,BFA,Thea Arts-Design & Technology (BFA),2015,3
THEA,BFA,Dance Performance (BFA),2015,6
THEA,MFA,Theatre Arts - Design and Technology (MFA),2025,3
THEA,MFA,Theatre Arts - Acting (MFA),2025,7
THEA,MFA,Theatre Arts - Design and Technology (MFA),2024,2
THEA,MFA,Theatre Arts - Design and Technology (MFA),2023,2
THEA,MFA,Theatre Arts - Design and Technology (MFA),2022,2
THEA,MFA,Theatre Arts - Acting (MFA),2022,15
THEA,MFA,Theatre Arts - Design and Technology (MFA),2021,5
THEA,MFA,Theatre Arts - Acting (MFA),2021,1
THEA,MFA,Theatre Arts - Design and Technology (MFA),2020,2
THEA,MFA,Theatre Arts - Design and Technology (MFA),2019,2
THEA,MFA,Theatre Arts - Acting (MFA),2019,15
THEA,MFA,Theatre Arts - Design and Technology (MFA),2018,3
THEA,MFA,Theatre Arts - Design and Technology (MFA),2017,3
THEA,MFA,Theatre Arts - Design and Technology (MFA),2016,2
THEA,MFA,Theatre Arts - Acting (MFA),2016,12
THEA,MFA,Theatre Arts - Design and Technology (MFA),2015,6
THEA,MULTBA,Theatre Studies (MULTBA),2015,2
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2025,66
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2024,32
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2023,34
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2022,21
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2021,38
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2020,21
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2019,37
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2018,29
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2017,15
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2016,17
TLRN,BS,Early Childhood Education with Preschool Special Education Approval (BS),2015,13
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2025,23
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2025,1
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2024,62
TLRN,BSED,Special Education: Special Populations (BSED),2024,1
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2023,42
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2023,3
TLRN,BSED,Special Education: Special Populations (BSED),2023,3
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2022,35
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2022,2
TLRN,BSED,Special Education: Special Populations (BSED),2022,3
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2021,47
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2021,3
TLRN,BSED,Special Education: Vision Rehabilitation Therapy (BSED),2021,1
TLRN,BSED,Special Education: Special Populations (BSED),2021,3
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2020,32
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2020,2
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2019,46
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2018,50
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2018,1
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2017,46
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2016,51
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2016,2
TLRN,BSED,SPED-Learning Behavior Specialist I with PEL (BSED),2015,53
TLRN,BSED,SPED - Visual Impairments with PEL (BSED),2015,5
TLRN,MSED,SPED-Assistive Technology Used by Persons with Visual Impairments (MSED),2025,1
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2025,2
TLRN,MSED,Special Education-Behavior Analysis (MSED),2025,14
TLRN,MSED,Special Education - Visual Impairments (MSED),2025,3
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2025,5
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2025,6
TLRN,MSED,Orientation and Mobility (MSED),2025,2
TLRN,MSED,Early Childhood Professional Studies and Practices (MSED),2025,1
TLRN,MSED,Early Childhood Education (MSED),2025,7
TLRN,MSED,Advanced Practices in Early Childhood Education (MSED),2025,1
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2024,4
TLRN,MSED,Special Education-Behavior Analysis (MSED),2024,19
TLRN,MSED,Special Education - Visual Impairments (MSED),2024,5
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2024,12
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2024,7
TLRN,MSED,Orientation and Mobility (MSED),2024,2
TLRN,MSED,Early Childhood Education (MSED),2024,8
TLRN,MSED,SPED-Assistive Technology Used by Persons with Visual Impairments (MSED),2023,1
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2023,5
TLRN,MSED,Special Education-Behavior Analysis (MSED),2023,43
TLRN,MSED,Special Education - Visual Impairments (MSED),2023,4
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2023,13
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2023,6
TLRN,MSED,Orientation and Mobility (MSED),2023,4
TLRN,MSED,Early Childhood Education (MSED),2023,4
TLRN,MSED,SPED-Assistive Technology Used by Persons with Visual Impairments (MSED),2022,1
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2022,2
TLRN,MSED,Special Education-Behavior Analysis (MSED),2022,14
TLRN,MSED,Special Education - Visual Impairments (MSED),2022,7
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2022,13
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2022,5
TLRN,MSED,Orientation and Mobility (MSED),2022,7
TLRN,MSED,Early Childhood Education (MSED),2022,8
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2021,4
TLRN,MSED,Special Education-Behavior Analysis (MSED),2021,1
TLRN,MSED,Special Education - Visual Impairments (MSED),2021,6
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2021,19
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2021,26
TLRN,MSED,Orientation and Mobility (MSED),2021,4
TLRN,MSED,Early Childhood Education (MSED),2021,9
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2020,1
TLRN,MSED,Special Education - Visual Impairments (MSED),2020,5
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2020,12
TLRN,MSED,Special Education - Early Childhood Special Education (MSED),2020,1
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2020,27
TLRN,MSED,Orientation and Mobility (MSED),2020,7
TLRN,MSED,Early Childhood Education (MSED),2020,9
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2019,2
TLRN,MSED,Special Education - Visual Impairments (MSED),2019,2
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2019,8
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2019,21
TLRN,MSED,Orientation and Mobility (MSED),2019,13
TLRN,MSED,Early Childhood Education (MSED),2019,7
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2018,2
TLRN,MSED,Special Education - Visual Impairments (MSED),2018,6
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2018,10
TLRN,MSED,Special Education - Early Childhood Special Education (MSED),2018,1
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2018,4
TLRN,MSED,Orientation and Mobility (MSED),2018,10
TLRN,MSED,Early Childhood Education (MSED),2018,8
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2017,3
TLRN,MSED,Special Education - Visual Impairments (MSED),2017,8
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2017,15
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2017,10
TLRN,MSED,Orientation and Mobility (MSED),2017,13
TLRN,MSED,Early Childhood Education (MSED),2017,9
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2016,1
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2016,10
TLRN,MSED,Orientation and Mobility (MSED),2016,7
TLRN,MSED,Early Childhood Education (MSED),2016,1
TLRN,MSED,Special Education-Vision Rehabilitation Therapy (MSED),2015,3
TLRN,MSED,Special Education - Visual Impairments (MSED),2015,6
TLRN,MSED,Special Education - Learning Behavior Specialist (MSED),2015,18
TLRN,MSED,Special Education - Advanced Special Education Practices (MSED),2015,8
TLRN,MSED,Orientation and Mobility (MSED),2015,7
TLRN,MSED,Early Childhood Education (MSED),2015,17
WOMS,BA,"Women, Gender, and Sexuality Studies (BA)",2025,4
WOMS,BA,"Women, Gender, and Sexuality Studies (BA)",2024,1
WOMS,BA,"Women, Gender, and Sexuality Studies (BA)",2023,1
WOMS,BA,"Women, Gender, and Sexuality Studies (BA)",2022,1
WOMS,BS,"Women, Gender, and Sexuality Studies (BS)",2023,2
